customer_id,customer_name,customer_segment,order_details_id,order_id,product_id,quantity,order_discount,order_profits,order_profit_ratio,order_sales,order_date,shipping_city,shipping_state,shipping_region,shipping_country,shipping_postal_code,shipping_date,shipping_mode,product_name,product_category,product_subcategory,product_manufacturer
788,William Brown,Consumer,653,CA-2015-125829,318,4,0.2,-65,-0.11,574,11/4/2015,Los Angeles,California,West,United States,90045,11/11/2015,Standard Class,"Bevis Round Conference Table Top, X-Base",Furniture,Tables,Bevis
788,William Brown,Consumer,654,CA-2015-125829,1296,7,0.2,67,0.1,666,11/4/2015,Los Angeles,California,West,United States,90045,11/11/2015,Standard Class,Polycom SoundPoint Pro SE-225 Corded phone,Technology,Phones,Polycom
547,Mitch Webber,Consumer,655,CA-2015-125997,615,1,0,8,0.26,31,9/20/2015,New York City,New York,East,United States,10011,9/23/2015,First Class,Euro-Pro Shark Turbo Vacuum,Office Supplies,Appliances,Euro Pro
547,Mitch Webber,Consumer,656,CA-2015-125997,193,6,0,35,0.47,75,9/20/2015,New York City,New York,East,United States,10011,9/23/2015,First Class,Avery 485,Office Supplies,Labels,Avery
547,Mitch Webber,Consumer,657,CA-2015-125997,1228,5,0,157,0.25,630,9/20/2015,New York City,New York,East,United States,10011,9/23/2015,First Class,Ooma Telo VoIP Home Phone System,Technology,Phones,Other
547,Mitch Webber,Consumer,658,CA-2015-125997,760,2,0.1,140,0.22,632,9/20/2015,New York City,New York,East,United States,10011,9/23/2015,First Class,Global Leather Executive Chair,Furniture,Chairs,Global
547,Mitch Webber,Consumer,659,CA-2015-125997,530,2,0.2,-10,-0.01,802,9/20/2015,New York City,New York,East,United States,10011,9/23/2015,First Class,DMI Eclipse Executive Suite Bookcases,Furniture,Bookcases,DMI
547,Mitch Webber,Consumer,660,CA-2015-125997,1250,9,0,661,0.49,1350,9/20/2015,New York City,New York,East,United States,10011,9/23/2015,First Class,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,Technology,Phones,Panasonic
111,Brian Stugart,Consumer,661,CA-2015-126032,1469,3,0.2,1,0.01,86,6/23/2015,Philadelphia,Pennsylvania,East,United States,19143,6/28/2015,Standard Class,Sony 64GB Class 10 Micro SDHC R40 Memory Card,Technology,Accessories,Sony
693,Shahid Shariari,Consumer,662,CA-2015-126193,249,3,0.8,-7,-1.7,4,9/7/2015,Oswego,Illinois,Central,United States,60543,9/14/2015,Standard Class,Avery Heavy-Duty EZD View Binder with Locking Rings,Office Supplies,Binders,Avery
693,Shahid Shariari,Consumer,663,CA-2015-126193,51,5,0.2,4,0.31,13,9/7/2015,Oswego,Illinois,Central,United States,60543,9/14/2015,Standard Class,Acco Hot Clips Clips to Go,Office Supplies,Fasteners,Acco
693,Shahid Shariari,Consumer,664,CA-2015-126193,897,5,0.8,-534,-1.75,305,9/7/2015,Oswego,Illinois,Central,United States,60543,9/14/2015,Standard Class,Ibico Hi-Tech Manual Binding System,Office Supplies,Binders,Ibico
380,Joe Elijah,Consumer,665,CA-2015-126200,1493,3,0.8,-20,-1.6,12,8/25/2015,Houston,Texas,Central,United States,77070,8/29/2015,Standard Class,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",Office Supplies,Binders,Other
380,Joe Elijah,Consumer,666,CA-2015-126200,1640,3,0.8,-40,-1.55,26,8/25/2015,Houston,Texas,Central,United States,77070,8/29/2015,Standard Class,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",Office Supplies,Binders,Wilson Jones
459,Lena Hernandez,Consumer,667,CA-2015-126277,67,3,0.7,-2,-0.8,3,9/13/2015,Columbus,Ohio,East,United States,43229,9/18/2015,Second Class,Acco Suede Grain Vinyl Round Ring Binder,Office Supplies,Binders,Acco
533,Michelle Ellison,Corporate,668,CA-2015-126333,1803,1,0.2,2,0.35,5,12/23/2015,Port Arthur,Texas,Central,United States,77642,12/28/2015,Standard Class,Xerox 2000,Office Supplies,Paper,Xerox
776,Valerie Dominguez,Consumer,669,CA-2015-126361,905,1,0.2,5,0.36,13,8/4/2015,Pleasant Grove,Utah,West,United States,84062,8/9/2015,Second Class,Ibico Standard Transparent Covers,Office Supplies,Binders,Ibico
776,Valerie Dominguez,Consumer,670,CA-2015-126361,1144,5,0,4,0.26,16,8/4/2015,Pleasant Grove,Utah,West,United States,84062,8/9/2015,Second Class,Newell 329,Office Supplies,Art,Newell
776,Valerie Dominguez,Consumer,671,CA-2015-126361,1391,5,0,8,0.05,159,8/4/2015,Pleasant Grove,Utah,West,United States,84062,8/9/2015,Second Class,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",Office Supplies,Storage,SAFCO
776,Valerie Dominguez,Consumer,672,CA-2015-126361,1243,5,0.2,35,0.09,400,8/4/2015,Pleasant Grove,Utah,West,United States,84062,8/9/2015,Second Class,Panasonic KX T7731-B Digital phone,Technology,Phones,Panasonic
776,Valerie Dominguez,Consumer,673,CA-2015-126361,1729,8,0,219,0.49,448,8/4/2015,Pleasant Grove,Utah,West,United States,84062,8/9/2015,Second Class,Xerox 1934,Office Supplies,Paper,Xerox
776,Valerie Dominguez,Consumer,674,CA-2015-126361,865,3,0,305,0.28,1090,8/4/2015,Pleasant Grove,Utah,West,United States,84062,8/9/2015,Second Class,Hoover WindTunnel Plus Canister Vacuum,Office Supplies,Appliances,Hoover
634,Rick Reed,Corporate,675,CA-2015-126403,106,2,0,13,0.49,26,9/9/2015,Lowell,Massachusetts,East,United States,1852,9/12/2015,Second Class,Advantus Motivational Note Cards,Office Supplies,Paper,Advantus
634,Rick Reed,Corporate,676,CA-2015-126403,1706,3,0,80,0.48,166,9/9/2015,Lowell,Massachusetts,East,United States,1852,9/12/2015,Second Class,Xerox 1913,Office Supplies,Paper,Xerox
634,Rick Reed,Corporate,677,CA-2015-126403,757,6,0,212,0.27,786,9/9/2015,Lowell,Massachusetts,East,United States,1852,9/12/2015,Second Class,Global Italian Leather Office Chair,Furniture,Chairs,Global
634,Rick Reed,Corporate,678,CA-2015-126403,1551,5,0,239,0.18,1326,9/9/2015,Lowell,Massachusetts,East,United States,1852,9/12/2015,Second Class,Tennsco 6- and 18-Compartment Lockers,Office Supplies,Storage,Tennsco
330,Henry Goldwyn,Corporate,679,CA-2015-126480,1693,2,0,4,0.45,9,9/20/2015,San Diego,California,West,United States,92024,9/24/2015,Standard Class,Xerox 1900,Office Supplies,Paper,Xerox
450,Larry Tron,Consumer,680,CA-2015-126522,361,3,0,16,0.29,54,9/1/2015,Escondido,California,West,United States,92025,9/5/2015,Second Class,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",Office Supplies,Art,Boston
596,Paul Prost,Home Office,681,CA-2015-126683,1036,2,0,3,0.48,6,9/29/2015,Seattle,Washington,West,United States,98115,10/1/2015,Second Class,Longer-Life Soft White Bulbs,Furniture,Furnishings,Other
596,Paul Prost,Home Office,682,CA-2015-126683,313,9,0,399,0.17,2349,9/29/2015,Seattle,Washington,West,United States,98115,10/1/2015,Second Class,"Bevis Oval Conference Table, Walnut",Furniture,Tables,Bevis
447,Kunst Miller,Consumer,683,CA-2015-126760,1563,9,0,36,0.27,134,7/26/2015,North Las Vegas,Nevada,West,United States,89031,8/2/2015,Standard Class,Tensor Computer Mounted Lamp,Furniture,Furnishings,Tensor
447,Kunst Miller,Consumer,684,CA-2015-126760,1016,3,0,70,0.41,171,7/26/2015,North Las Vegas,Nevada,West,United States,89031,8/2/2015,Standard Class,Logitech Illuminated Ultrathin Keyboard with Backlighting,Technology,Accessories,Logitech
447,Kunst Miller,Consumer,685,CA-2015-126760,818,3,0.2,-110,-0.16,674,7/26/2015,North Las Vegas,Nevada,West,United States,89031,8/2/2015,Standard Class,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,Furniture,Chairs,Hon
447,Kunst Miller,Consumer,686,CA-2015-126760,146,2,0.2,114,0.13,912,7/26/2015,North Las Vegas,Nevada,West,United States,89031,8/2/2015,Standard Class,Apple iPhone 5S,Technology,Phones,Apple
792,Zuschuss Carroll,Consumer,687,CA-2015-126802,1541,3,0.6,-51,-1.3,39,12/29/2015,Chicago,Illinois,Central,United States,60610,1/5/2016,Standard Class,Tenex Chairmats For Use with Hard Floors,Furniture,Furnishings,Tenex
729,Suzanne McNair,Corporate,688,CA-2015-126907,1481,3,0.2,5,0.33,16,11/1/2015,Chicago,Illinois,Central,United States,60610,11/8/2015,Standard Class,Southworth Parchment Paper & Envelopes,Office Supplies,Paper,Southworth
583,Pamela Stobb,Consumer,689,CA-2015-126963,1695,2,0.2,12,0.33,37,6/15/2015,El Paso,Texas,Central,United States,79907,6/15/2015,Same Day,Xerox 1902,Office Supplies,Paper,Xerox
311,Greg Matthias,Consumer,690,CA-2015-127012,579,1,0,5,0.44,12,8/11/2015,Seattle,Washington,West,United States,98105,8/15/2015,Standard Class,"Eldon Image Series Desk Accessories, Ebony",Furniture,Furnishings,Eldon
311,Greg Matthias,Consumer,691,CA-2015-127012,1608,2,0,11,0.47,23,8/11/2015,Seattle,Washington,West,United States,98105,8/15/2015,Standard Class,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",Office Supplies,Fasteners,Other
311,Greg Matthias,Consumer,692,CA-2015-127012,1411,1,0,11,0.26,41,8/11/2015,Seattle,Washington,West,United States,98105,8/15/2015,Standard Class,Sanford 52201 APSCO Electric Pencil Sharpener,Office Supplies,Art,Sanford
321,Harold Ryan,Corporate,693,CA-2015-127131,1257,7,0.2,4,0.35,12,11/24/2015,Seattle,Washington,West,United States,98103,11/30/2015,Standard Class,Peel & Stick Add-On Corner Pockets,Office Supplies,Binders,Other
321,Harold Ryan,Corporate,694,CA-2015-127131,1825,4,0,12,0.48,26,11/24/2015,Seattle,Washington,West,United States,98103,11/30/2015,Standard Class,Xerox 220,Office Supplies,Paper,Xerox
321,Harold Ryan,Corporate,695,CA-2015-127131,1336,2,0,53,0.27,198,11/24/2015,Seattle,Washington,West,United States,98103,11/30/2015,Standard Class,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",Office Supplies,Storage,Other
321,Harold Ryan,Corporate,696,CA-2015-127131,417,6,0,10,0.02,486,11/24/2015,Seattle,Washington,West,United States,98103,11/30/2015,Standard Class,"Carina 42""Hx23 3/4""W Media Storage Unit",Office Supplies,Storage,Carina
335,Hunter Lopez,Consumer,697,CA-2015-127159,498,7,0,11,0.31,35,5/12/2015,Milwaukee,Wisconsin,Central,United States,53209,5/15/2015,First Class,"DAX Value U-Channel Document Frames, Easel Back",Furniture,Furnishings,DAX
423,Katherine Hughes,Consumer,698,CA-2015-127166,98,1,0.2,2,0.34,5,5/21/2015,Houston,Texas,Central,United States,77070,5/23/2015,Second Class,"Adams Telephone Message Books, 5 1/4” x 11”",Office Supplies,Paper,Adams
423,Katherine Hughes,Consumer,699,CA-2015-127166,901,3,0.8,-31,-1.7,18,5/21/2015,Houston,Texas,Central,United States,77070,5/23/2015,Second Class,Ibico Plastic Spiral Binding Combs,Office Supplies,Binders,Ibico
423,Katherine Hughes,Consumer,700,CA-2015-127166,1501,6,0.2,21,0.38,56,5/21/2015,Houston,Texas,Central,United States,77070,5/23/2015,Second Class,Staple envelope,Office Supplies,Envelopes,Staple envelope
423,Katherine Hughes,Consumer,701,CA-2015-127166,748,2,0.3,-29,-0.27,108,5/21/2015,Houston,Texas,Central,United States,77070,5/23/2015,Second Class,Global Deluxe Steno Chair,Furniture,Chairs,Global
138,Cathy Prescott,Corporate,702,CA-2015-127187,1285,2,0,62,0.48,130,12/4/2015,New York City,New York,East,United States,10024,12/8/2015,Standard Class,Plantronics Voyager Pro HD - Bluetooth Headset,Technology,Phones,Plantronics
388,John Lee,Consumer,703,CA-2015-127299,1320,6,0.2,8,0.11,67,9/19/2015,Charlotte,North Carolina,South,United States,28205,9/24/2015,Standard Class,Project Tote Personal File,Office Supplies,Storage,Other
388,John Lee,Consumer,704,CA-2015-127299,879,3,0.5,-945,-0.36,2625,9/19/2015,Charlotte,North Carolina,South,United States,28205,9/24/2015,Standard Class,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",Technology,Machines,Hewlett-Packard
121,Candace McMahon,Corporate,705,CA-2015-127383,1501,2,0.2,18,0.36,50,12/31/2015,El Paso,Texas,Central,United States,79907,1/5/2016,Standard Class,Staple envelope,Office Supplies,Envelopes,Staple envelope
505,Matt Collister,Corporate,706,CA-2015-127446,232,1,0.2,1,0.35,3,11/25/2015,Arlington,Texas,Central,United States,76017,11/30/2015,Standard Class,Avery 520,Office Supplies,Labels,Avery
505,Matt Collister,Corporate,707,CA-2015-127446,231,2,0.2,2,0.34,6,11/25/2015,Arlington,Texas,Central,United States,76017,11/30/2015,Standard Class,Avery 52,Office Supplies,Labels,Avery
505,Matt Collister,Corporate,708,CA-2015-127446,1053,3,0.6,-4,-0.65,6,11/25/2015,Arlington,Texas,Central,United States,76017,11/30/2015,Standard Class,"Master Caster Door Stop, Brown",Furniture,Furnishings,Master Caster
505,Matt Collister,Corporate,709,CA-2015-127446,1478,3,0.2,5,0.33,16,11/25/2015,Arlington,Texas,Central,United States,76017,11/30/2015,Standard Class,Southworth 25% Cotton Granite Paper & Envelopes,Office Supplies,Paper,Southworth
505,Matt Collister,Corporate,710,CA-2015-127446,962,3,0.2,0,0.0,25,11/25/2015,Arlington,Texas,Central,United States,76017,11/30/2015,Standard Class,KeyTronic KT400U2 - Keyboard - Black,Technology,Accessories,KeyTronic
505,Matt Collister,Corporate,711,CA-2015-127446,368,5,0.3,-122,-0.1,1219,11/25/2015,Arlington,Texas,Central,United States,76017,11/30/2015,Standard Class,Bretford CR4500 Series Slim Rectangular Table,Furniture,Tables,Bretford
490,Maribeth Schnelling,Consumer,712,CA-2015-127488,243,2,0.2,2,0.36,5,9/22/2015,Boca Raton,Florida,South,United States,33433,9/24/2015,Second Class,Avery File Folder Labels,Office Supplies,Labels,Avery
113,Brooke Gillingham,Corporate,713,CA-2015-127523,1502,3,0,10,0.27,36,5/11/2015,Watertown,New York,East,United States,13601,5/18/2015,Standard Class,Staple holder,Office Supplies,Appliances,Staple holder
693,Shahid Shariari,Consumer,714,CA-2015-127558,546,3,0,3,0.32,10,11/15/2015,Los Angeles,California,West,United States,90008,11/18/2015,First Class,Eldon 100 Class Desk Accessories,Furniture,Furnishings,Eldon
693,Shahid Shariari,Consumer,715,CA-2015-127558,73,2,0,5,0.26,20,11/15/2015,Los Angeles,California,West,United States,90008,11/18/2015,First Class,Acme Box Cutter Scissors,Office Supplies,Supplies,Acme
693,Shahid Shariari,Consumer,716,CA-2015-127558,1024,3,0,147,0.19,772,11/15/2015,Los Angeles,California,West,United States,90008,11/18/2015,First Class,Logitech P710e Mobile Speakerphone,Technology,Accessories,Logitech
159,Christopher Schild,Home Office,717,CA-2015-127586,533,2,0,81,0.26,310,9/26/2015,Seattle,Washington,West,United States,98115,9/30/2015,Standard Class,"Dual Level, Single-Width Filing Carts",Office Supplies,Storage,Other
558,Natalie Fritzler,Consumer,718,CA-2015-127614,1647,2,0,8,0.47,17,2/11/2015,Chesapeake,Virginia,South,United States,23320,2/15/2015,Standard Class,Wilson Jones Leather-Like Binders with DublLock Round Rings,Office Supplies,Binders,Wilson Jones
558,Natalie Fritzler,Consumer,719,CA-2015-127614,601,3,0,103,0.44,234,2/11/2015,Chesapeake,Virginia,South,United States,23320,2/15/2015,Standard Class,Enermax Aurora Lite Keyboard,Technology,Accessories,Enermax
558,Natalie Fritzler,Consumer,720,CA-2015-127614,819,6,0,75,0.06,1256,2/11/2015,Chesapeake,Virginia,South,United States,23320,2/15/2015,Standard Class,Hon 2111 Invitation Series Corner Table,Furniture,Tables,Hon
270,Erin Mull,Consumer,721,CA-2015-127691,1312,2,0,2,0.28,6,7/22/2015,New York City,New York,East,United States,10024,7/27/2015,Standard Class,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Office Supplies,Art,Other
270,Erin Mull,Consumer,722,CA-2015-127691,1012,2,0,58,0.36,160,7/22/2015,New York City,New York,East,United States,10024,7/27/2015,Standard Class,Logitech G602 Wireless Gaming Mouse,Technology,Accessories,Logitech
616,Quincy Jones,Corporate,723,CA-2015-127859,1701,6,0.2,41,0.33,127,3/17/2015,Philadelphia,Pennsylvania,East,United States,19134,3/20/2015,Second Class,Xerox 1909,Office Supplies,Paper,Xerox
392,Jonathan Doherty,Corporate,724,CA-2015-127866,1762,2,0,6,0.49,12,7/20/2015,Riverside,California,West,United States,92503,7/23/2015,First Class,Xerox 1965,Office Supplies,Paper,Xerox
392,Jonathan Doherty,Corporate,725,CA-2015-127866,1165,4,0,4,0.29,13,7/20/2015,Riverside,California,West,United States,92503,7/23/2015,First Class,Newell 348,Office Supplies,Art,Newell
392,Jonathan Doherty,Corporate,726,CA-2015-127866,1063,2,0,15,0.36,42,7/20/2015,Riverside,California,West,United States,92503,7/23/2015,First Class,"Maxell 74 Minute CD-R Spindle, 50/Pack",Technology,Accessories,Maxell
392,Jonathan Doherty,Corporate,727,CA-2015-127866,866,3,0,161,0.3,535,7/20/2015,Riverside,California,West,United States,92503,7/23/2015,First Class,"Hot File 7-Pocket, Floor Stand",Office Supplies,Storage,Other
170,Clay Ludtke,Consumer,728,CA-2015-127936,1418,3,0,8,0.38,21,9/2/2015,New York City,New York,East,United States,10009,9/4/2015,First Class,SANFORD Major Accent Highlighters,Office Supplies,Art,Sanford
48,Anne Pryor,Home Office,729,CA-2015-127964,1303,1,0,5,0.46,10,3/3/2015,New York City,New York,East,United States,10035,3/8/2015,Standard Class,PowerGen Dual USB Car Charger,Technology,Phones,Other
48,Anne Pryor,Home Office,730,CA-2015-127964,412,5,0.2,9,0.36,25,3/3/2015,New York City,New York,East,United States,10035,3/8/2015,Standard Class,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",Office Supplies,Binders,Cardinal
48,Anne Pryor,Home Office,731,CA-2015-127964,899,3,0.2,41,0.33,126,3/3/2015,New York City,New York,East,United States,10035,3/8/2015,Standard Class,Ibico Laser Imprintable Binding System Covers,Office Supplies,Binders,Ibico
21,Alex Avila,Consumer,732,CA-2015-128055,633,2,0,15,0.28,53,3/31/2015,San Francisco,California,West,United States,94122,4/5/2015,Standard Class,Fellowes Advanced Computer Series Surge Protectors,Office Supplies,Appliances,Fellowes
21,Alex Avila,Consumer,733,CA-2015-128055,681,2,0.2,253,0.38,674,3/31/2015,San Francisco,California,West,United States,94122,4/5/2015,Standard Class,GBC DocuBind 200 Manual Binding Machine,Office Supplies,Binders,GBC
12,Alan Dominguez,Home Office,734,CA-2015-128062,10,1,0.2,2,0.34,6,11/19/2015,Philadelphia,Pennsylvania,East,United States,19134,11/22/2015,Second Class,"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack",Office Supplies,Paper,Other
203,Dave Brooks,Consumer,735,CA-2015-128146,1215,2,0,1,0.29,4,6/21/2015,Lakewood,New Jersey,East,United States,8701,6/25/2015,Standard Class,"OIC #2 Pencils, Medium Soft",Office Supplies,Art,Other
203,Dave Brooks,Consumer,736,CA-2015-128146,1665,7,0,357,0.27,1323,6/21/2015,Lakewood,New Jersey,East,United States,8701,6/25/2015,Standard Class,Wireless Extenders zBoost YX545 SOHO Signal Booster,Technology,Phones,Other
313,Greg Tran,Consumer,737,CA-2015-128209,687,3,0.2,727,0.34,2153,11/17/2015,Buffalo,New York,East,United States,14215,11/22/2015,Standard Class,GBC DocuBind TL300 Electric Binding System,Office Supplies,Binders,GBC
313,Greg Tran,Consumer,738,CA-2015-128209,530,10,0.2,-50,-0.01,4008,11/17/2015,Buffalo,New York,East,United States,14215,11/22/2015,Standard Class,DMI Eclipse Executive Suite Bookcases,Furniture,Bookcases,DMI
150,Christina Anderson,Consumer,739,CA-2015-128237,1167,2,0,2,0.29,7,3/25/2015,San Francisco,California,West,United States,94110,3/30/2015,Standard Class,Newell 35,Office Supplies,Art,Newell
150,Christina Anderson,Consumer,740,CA-2015-128237,540,2,0,4,0.25,15,3/25/2015,San Francisco,California,West,United States,94110,3/30/2015,Standard Class,"Eberhard Faber 3 1/2"" Golf Pencils",Office Supplies,Art,Other
150,Christina Anderson,Consumer,741,CA-2015-128237,322,6,0,10,0.39,25,3/25/2015,San Francisco,California,West,United States,94110,3/30/2015,Standard Class,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",Office Supplies,Art,BIC
150,Christina Anderson,Consumer,742,CA-2015-128237,923,4,0,16,0.35,45,3/25/2015,San Francisco,California,West,United States,94110,3/30/2015,Standard Class,Imation Swivel Flash Drive USB flash drive - 8 GB,Technology,Accessories,Imation
500,Mary Zewe,Corporate,743,CA-2015-128524,295,1,0,7,0.3,23,11/11/2015,Seattle,Washington,West,United States,98115,11/13/2015,First Class,Belkin F5C206VTEL 6 Outlet Surge,Office Supplies,Appliances,Belkin
500,Mary Zewe,Corporate,744,CA-2015-128524,307,7,0,15,0.15,102,11/11/2015,Seattle,Washington,West,United States,98115,11/13/2015,First Class,Belkin Standard 104 key USB Keyboard,Technology,Accessories,Belkin
500,Mary Zewe,Corporate,745,CA-2015-128524,651,2,0.2,763,0.38,2034,11/11/2015,Seattle,Washington,West,United States,98115,11/13/2015,First Class,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Office Supplies,Binders,Fellowes
16,Alan Shonely,Consumer,746,CA-2015-128538,6,1,0,4,0.49,8,10/11/2015,Redondo Beach,California,West,United States,90278,10/15/2015,Standard Class,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Office Supplies,Envelopes,Other
683,Scott Cohen,Corporate,747,CA-2015-128622,90,3,0,3,0.3,11,11/15/2015,San Francisco,California,West,United States,94110,11/17/2015,Second Class,Acme Value Line Scissors,Office Supplies,Supplies,Acme
737,Ted Trevino,Consumer,748,CA-2015-128839,109,9,0,22,0.48,45,9/8/2015,Chesapeake,Virginia,South,United States,23320,9/13/2015,Standard Class,Advantus Plastic Paper Clips,Office Supplies,Fasteners,Advantus
737,Ted Trevino,Consumer,749,CA-2015-128839,605,3,0,90,0.43,210,9/8/2015,Chesapeake,Virginia,South,United States,23320,9/13/2015,Standard Class,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",Technology,Machines,Epson
650,Roland Schwarz,Corporate,750,CA-2015-128846,1741,3,0,60,0.49,123,4/7/2015,Columbia,South Carolina,South,United States,29203,4/12/2015,Standard Class,Xerox 1945,Office Supplies,Paper,Xerox
650,Roland Schwarz,Corporate,751,CA-2015-128846,163,5,0,164,0.26,630,4/7/2015,Columbia,South Carolina,South,United States,29203,4/12/2015,Standard Class,AT&T TR1909W,Technology,Phones,AT&T
606,Peter Bühler,Consumer,752,CA-2015-128888,127,9,0.2,204,0.34,605,11/15/2015,Houston,Texas,Central,United States,77095,11/22/2015,Standard Class,Ames Color-File Green Diamond Border X-ray Mailers,Office Supplies,Envelopes,Other
293,Gary Hansen,Home Office,753,CA-2015-128986,1624,3,0.2,34,0.36,93,8/3/2015,Glendale,Arizona,West,United States,85301,8/5/2015,Second Class,White Computer Printout Paper by Universal,Office Supplies,Paper,Other
658,Ruben Ausman,Corporate,754,CA-2015-129091,1501,2,0,5,0.47,11,11/22/2015,Columbus,Georgia,South,United States,31907,11/27/2015,Standard Class,Staple envelope,Office Supplies,Envelopes,Staple envelope
658,Ruben Ausman,Corporate,755,CA-2015-129091,629,3,0,8,0.49,16,11/22/2015,Columbus,Georgia,South,United States,31907,11/27/2015,Standard Class,Fashion Color Clasp Envelopes,Office Supplies,Envelopes,Other
658,Ruben Ausman,Corporate,756,CA-2015-129091,704,5,0,157,0.49,320,11/22/2015,Columbus,Georgia,South,United States,31907,11/27/2015,Standard Class,GBC ProClick Punch Binding System,Office Supplies,Binders,GBC
658,Ruben Ausman,Corporate,757,CA-2015-129091,810,3,0,290,0.43,675,11/22/2015,Columbus,Georgia,South,United States,31907,11/27/2015,Standard Class,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,Office Supplies,Appliances,Other
469,Liz Carlisle,Consumer,758,CA-2015-129147,43,3,0.7,-13,-0.7,19,11/2/2015,Medina,Ohio,East,United States,44256,11/6/2015,Standard Class,Acco D-Ring Binder w/DublLock,Office Supplies,Binders,Acco
469,Liz Carlisle,Consumer,759,CA-2015-129147,891,7,0.4,-10,-0.2,50,11/2/2015,Medina,Ohio,East,United States,44256,11/6/2015,Standard Class,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Technology,Phones,Other
469,Liz Carlisle,Consumer,760,CA-2015-129147,1293,6,0.4,-108,-0.2,540,11/2/2015,Medina,Ohio,East,United States,44256,11/6/2015,Standard Class,Polycom CX300 Desktop Phone USB VoIP phone,Technology,Phones,Polycom
438,Ken Black,Corporate,761,CA-2015-129168,1806,3,0.2,5,0.35,16,8/17/2015,Houston,Texas,Central,United States,77095,8/23/2015,Standard Class,Xerox 203,Office Supplies,Paper,Xerox
323,Harry Marie,Corporate,762,CA-2015-129189,45,1,0.8,-2,-1.75,1,7/21/2015,Dallas,Texas,Central,United States,75217,7/25/2015,Standard Class,Acco Economy Flexible Poly Round Ring Binder,Office Supplies,Binders,Acco
323,Harry Marie,Corporate,763,CA-2015-129189,36,3,0.8,-13,-2.6,5,7/21/2015,Dallas,Texas,Central,United States,75217,7/25/2015,Standard Class,Acco 6 Outlet Guardian Basic Surge Suppressor,Office Supplies,Appliances,Acco
323,Harry Marie,Corporate,764,CA-2015-129189,930,5,0.2,30,0.34,88,7/21/2015,Dallas,Texas,Central,United States,75217,7/25/2015,Standard Class,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",Office Supplies,Envelopes,Other
323,Harry Marie,Corporate,765,CA-2015-129189,836,5,0.3,-94,-0.14,658,7/21/2015,Dallas,Texas,Central,United States,75217,7/25/2015,Standard Class,Hon Every-Day Series Multi-Task Chairs,Furniture,Chairs,Hon
749,Tim Brockman,Consumer,766,CA-2015-129364,60,4,0.7,-5,-0.7,6,12/8/2015,Salem,Oregon,West,United States,97301,12/13/2015,Standard Class,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",Office Supplies,Binders,Acco
749,Tim Brockman,Consumer,767,CA-2015-129364,1838,2,0.2,4,0.35,10,12/8/2015,Salem,Oregon,West,United States,97301,12/13/2015,Standard Class,Xerox 232,Office Supplies,Paper,Xerox
749,Tim Brockman,Consumer,768,CA-2015-129364,201,5,0.2,4,0.33,12,12/8/2015,Salem,Oregon,West,United States,97301,12/13/2015,Standard Class,Avery 492,Office Supplies,Labels,Avery
749,Tim Brockman,Consumer,769,CA-2015-129364,63,5,0.2,-3,-0.19,14,12/8/2015,Salem,Oregon,West,United States,97301,12/13/2015,Standard Class,Acco Side-Punched Conventional Columnar Pads,Office Supplies,Supplies,Acco
749,Tim Brockman,Consumer,770,CA-2015-129364,208,7,0.2,9,0.33,28,12/8/2015,Salem,Oregon,West,United States,97301,12/13/2015,Standard Class,Avery 499,Office Supplies,Labels,Avery
749,Tim Brockman,Consumer,771,CA-2015-129364,101,3,0.2,3,0.08,39,12/8/2015,Salem,Oregon,West,United States,97301,12/13/2015,Standard Class,Adjustable Personal File Tote,Office Supplies,Storage,Other
749,Tim Brockman,Consumer,772,CA-2015-129364,1400,3,0.2,20,0.38,53,12/8/2015,Salem,Oregon,West,United States,97301,12/13/2015,Standard Class,Samsung HM1900 Bluetooth Headset,Technology,Phones,Samsung
